agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B909041067,B909041067,B909041067,"Health Data and Analytics Platform Phase 1","This platform focuses on leveraging existing enterprise data and knowledge to discover new knowledge regarding individuals or cohorts health using inferential algorithms. It will include dashboard reporting for clinical and administrative workflows. ",01,"In Progress",,true,true,1,Months,"This project deploys a release every month.",2021-04-13,2021-04-13,2021-04-13,2024-09-14,2024-09-14,,42.778123,42.778123,,0,0,green,0,0,green,"2023-08-17 01:19:39"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2110214196,2110214196,2110214196,"VA Health Connect Customer Relationship Management (VAHC CRM) ","Provide Veterans choices for meeting clinical, pharmacy, scheduling, and administrative needs, and 24/7, on-demand access to clinical and administrative services to address urgent and episodic health care needs over phone, chat, video and email.",01,"In Progress",,true,true,1,Months,"This project deploys monthly.",2023-03-27,2023-03-27,2023-03-27,2028-09-29,2028-09-29,,19.215616,19.215616,,0,0,green,0,0,green,"2023-08-17 01:20:17"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",2110154056,2110154056,2110154056,"Center for Development and Civic Engagement Portal (CDCEP)","Provide a enterprise web-based application that tracks volunteers, their assignments, schedules, hours, and affiliated organizations, and the ability for VA staff to track donations and to provide volunteer data for a variety of purposes.",01,Completed,,true,true,3,Months,"This project will follow a 3 month incremental deployment cycle.",2021-10-01,2021-10-01,2021-10-01,2022-12-31,2022-12-31,2022-12-31,0.877394,0.877394,,0,0,green,0,0,green,"2023-08-17 01:20:14"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",2110154058,2110154058,2110154058,"Veterans Experience Integration Solution (VEIS)","An integration framework with 250+ application programming interfaces (APIs) that support application connections to VA Enterprise Systems to retrieve authoritative Veteran data.",01,"In Progress",,true,true,3,Months,"This project follows a 3 month increment deployment cycle.",2021-10-01,2021-10-01,2021-10-01,2023-12-31,2023-12-31,,1.787939,1.787939,,0,0,green,0,0,green,"2023-08-17 01:20:15"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B709086161,B709086161,B709086161,"Advanced Medication Platform (AMPL) - Pharmacy Graphic User Interface (GUI)","Create a Coversheet that displays a patients comprehensive clinical and demographic information to support Pharmacists in making their clinical decisions.",01,"In Progress",,true,true,1,Months,"Once the application is in production we will begin a regular release cadence into pre-production and production.",2018-02-16,2018-02-16,2018-02-16,2023-10-23,2023-10-23,,20.1,20.1,,0,0,green,0,0,green,"2023-08-17 01:19:01"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",2110154050,2110154050,2110154050,"Education Call Center (ECC) Customer Relationship Management (CRM) (ECC CRM)","ECC provides veterans, beneficiaries, and their authorized representatives with seamless, convenient interactions provided from multiple systems, and a consolidated way to answer, track, and report calls related to Veterans' education benefits.",01,Completed,,true,true,3,Months,"The project deploys following a 3 month increment cycle.",2021-10-01,2021-10-01,2021-10-01,2023-12-31,2022-12-31,2022-12-31,1.969373,1.969373,,365,44.457978,red,0,0,green,"2023-08-17 01:20:13"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B709086177,B709086177,B709086177,"Web VistA Remote Access Management (WebVRam)","The project goal is to replace a desktop application called VRAM which is written in DELPHI and uses a thick-client, distributed application sustainment model with a modern, thin client web-based application which is hosted in the Azure Cloud.",01,"In Progress",,true,true,30,Days,"This project releases to PreProd at least every 30 days, and to Production at least every 90 days.",2018-07-27,2018-07-27,2018-07-27,2024-08-22,2024-08-22,,10.7,10.7,,0,0,green,0,0,green,"2023-08-17 01:19:01"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",2103096815,2103096815,2103096815,"Enterprise Cloud Fax (ECFax)","The objective of the Enterprise Cloud (ECFax) Fax project is to implement an enterprise standard centralized commercial off-the-shelf (COTS), cloud-based, scalable, secure, digital fax service for VA to allow entities to send and receive documents.",01,"In Progress",,true,true,3,Months,"The vendor is updating its software code to ensure the application satisfies both FedRAMP and VA Security requirements. This will allow the application to receive a FedRAMP High Certification and be granted a VA Authority to Operate (ATO) on the VA IT network.",2021-02-03,2021-02-03,2021-02-03,2026-09-30,2026-09-30,,28.018,28.018,,0,0,green,0,0,green,"2023-08-17 01:19:59"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",B807173910,B807173910,B807173910,"Direct Secure Messaging Phase 3","The project goal is to develop additional functionality to increase usage of the system by improving the efficiency and accuracy of data exchange of health records with external healthcare providers and community partners. ",01,"In Progress",,true,true,4,Weeks,"This project typically deploys every four weeks.",2019-01-01,2019-01-01,2019-01-01,2027-09-30,2027-09-30,,22.151909,22.151909,,0,0,green,0,0,green,"2023-08-17 01:19:13"
029,"Department of Veterans Affairs",029-666666402,"Veterans Benefits Management","Major IT Investments",B808154378,B808154378,B808154378,"Claims Automation Phase 1","Claims Automation will enhance the Veteran experience by adding self-service features, remove duplicative efforts and reduce legacy system dependency.",01,Completed,,true,true,2,Weeks,"This project deploys following all two week sprint intervals aligning with VBMS release cadence.",2018-12-20,2018-12-20,2018-12-20,2023-02-18,2023-02-18,2023-02-18,51.333218,51.333218,47.645977,0,0,green,3.687241,7.182953,green,"2023-08-17 01:19:15"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",B702162093,B702162093,B702162093,"VA Profile","Improve Veteran Experience and VA Efficiency through Master Data Management of common data, synchronizing data amongst NCA, VHA and VBA, ensuring common data meets VA Governance standards, and reducing bad address mail costs through standardization.",01,"In Progress",,true,true,2,Weeks,"This Project deploys following two week sprint intervals.",2017-02-14,2017-02-14,2017-02-14,2024-10-03,2024-10-03,,100.487164,100.487164,,0,0,green,0,0,green,"2023-08-17 01:18:54"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B905143999,B905143999,B905143999,"Community Care (CC) Provider Profile Management System Phase 2","Design a comprehensive repository of administrative information and serve as the authoritative source of Non-VA Providers for multiple products supporting the VHA Community Care portfolio.",01,"In Progress",,true,true,5,Weeks,"This project deploys following 5-6 week sprint intervals.",2019-05-07,2019-05-07,2019-05-07,2026-09-30,2026-09-30,,40.185818,40.185818,,0,0,green,0,0,green,"2023-08-17 01:19:23"
029,"Department of Veterans Affairs",029-666666401,"Benefits Payment","Major IT Investments",1908229296,1908229296,1908229296,"Enterprise Management of Payments, Workload, and Reporting (eMPWR-VA)","This effort will redesign to a modern, web-based architecture and user interface, enhancements in support of Office of Financial Management (OFM) emerging requirements and Treasury Dept. Post Payment System.",01,"In Progress",,true,true,3,Months,"This project follows SAFe incremental development. There is no set release cadence, but there is at least one software release per development increment, which results in one production release every 2 OR 3 months.",2019-12-03,2019-12-03,2019-12-03,2029-11-30,2029-11-30,,168.355012,168.355012,,0,0,green,0,0,green,"2023-08-17 01:19:31"
029,"Department of Veterans Affairs",029-555555300,"Access to Care","Major IT Investments",2103015329,2103015329,2103015329,"VistA - Scheduling (VSE)","Provide support to VHA schedulers by improving appointment reliability and scheduling workflow functions.",01,"In Progress",,true,true,2,Weeks,"This project deploys following all two week sprint intervals.",2021-03-01,2021-03-01,2021-03-01,2030-03-01,2030-03-01,,33,33,,0,0,green,0,0,green,"2023-08-17 01:19:58"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",2110214202,2110214202,2110214202,"VA Customer Experience Service Recovery Platform (VA CX SRP) ","Provide live agents the ability to answer calls 24 hours a day, seven days a week, and 365 days a year and conduct immediate warm handoffs for at-risk Veterans in need of Veterans Crisis Line services.
",01,"In Progress",,true,true,3,Months,"This project follows a 3 month incremental deployment cycle.",2021-10-01,2021-10-01,2021-10-01,2024-12-31,2024-12-31,,10.572574,10.572574,,0,0,green,0,0,green,"2023-08-17 01:20:18"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",2211081079,2211081079,2211081079,"MAXIMO Enterprise Asset and Work Management (EAWM)","Provide technical support to Maximo Enterprise Asset and Work Management and support Cloud migration and upgrade to Maximo Application Suite 8.",01,"In Progress",,true,true,1,Months,"This project provides monthly update releases to fix defects and install security patches.",2022-11-04,2022-11-04,2022-11-04,2024-05-03,2024-05-03,,4,4,,0,0,green,0,0,green,"2023-08-17 01:20:33"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B709086223,B709086223,B709086223,"Community Care Program 2 - Provider Payment Business","To complete development of and enhance the Community Care Reimbursement system to facilitate better community care for the Veteran.",01,"In Progress",,true,true,4,Weeks,"This project deploys releases after each sprint (3-4 weeks).",2019-02-19,2019-02-19,2019-02-19,2026-08-08,2026-08-08,,131.24,131.24,,0,0,green,0,0,green,"2023-08-17 01:19:03"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2203076209,2203076209,2203076209,"Blind Rehabilitation/VIST","Enhance the existing product to ensure Blind Rehab is 508 compliant.  Required reports extracted from Blind Rehab are no longer supported or TRM compliant and therefore need to be switched over to a Webpage reporting system.",01,"In Progress",,true,true,3,Months,"Anticipated releases to occur once a quarter.",2022-03-07,2022-04-01,2022-03-07,2023-10-31,2023-10-31,,1.01,1.01,,0,0,green,0,0,green,"2023-08-17 01:20:19"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",2211231313,2211231313,2211231313,"Logistics Handheld Inventory Technology (LHIT)","Replacement of obsolete barcode readers in support of an up-to-date hardware and software system used for Supply Chain systems to automate inventory management.",01,"In Progress",,true,false,,,,2022-11-01,2022-11-01,2022-11-01,2023-10-31,2023-10-31,,4.2,4.2,,0,0,green,0,0,green,"2023-08-17 01:20:35"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B708085699,B708085699,B708085699,"CPRS Enhancements Phase 1 Segment 2","Project will production test and deliver modifications to support dependent development projects and address patient safety issue by adding functionality that will enhance business processes and the delivery of improved quality and safe care service.",01,Completed,,true,true,1,Months,"This project deploys after 3 - 2 week sprints.",2018-01-13,2018-02-13,2018-02-13,2021-09-28,2021-09-28,2021-09-28,7.355,7.355,8.042009,0,0,green,-0.687009,-9.340707,green,"2023-08-17 01:18:56"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",B908219238,B908219238,B908219238,"Veterans Information Solution (VIS) VA DoD Identity Repository (VADIR) Support","Business processes enabled include determination of basic eligibility and entitlement for education, disability, pension, insurance, home loan, vocational rehabilitation, health care, and memorial benefits. Improved interoperability with DoD.",01,"In Progress",,true,true,90,Days,"Releases are in 90 day increments.",2019-12-12,2019-12-12,2019-12-12,2024-12-03,2024-12-03,,17.5,17.5,,0,0,green,0,0,green,"2023-08-17 01:19:30"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",2302272795,2302272795,2302272795,"Veteran Identity/Eligibility Reporting System (VIERS)","For services that will stay with the VIERS project – rewrite the services from the old fashioned middleware technology to modern restful services. Other services will transition to other platforms (examples are OneVA Pharmacy and Digits-2-Digits).",01,"In Progress",,true,true,3,Months,"Restful Services will be developed and deployed approximately every three months.",2023-02-27,2023-02-27,2023-02-27,2025-12-29,2025-12-29,,5,5,,0,0,green,0,0,green,"2023-08-17 01:20:40"
029,"Department of Veterans Affairs",029-666666401,"Benefits Payment","Major IT Investments",1808154367,1808154367,1808154367,"EFolder Enhancements","eFolder enhancements is to capture all Veteran non-Health related information into one designated repository.",01,Completed,,true,true,2,Weeks,"This project deploys following all two week sprint intervals aligning with VBMS release cadence.",2018-12-20,2018-12-20,2018-12-20,2022-05-20,2022-05-20,2022-05-20,18,18,20.670553,0,0,green,-2.670553,-14.836406,green,"2023-08-17 01:19:14"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B908199066,B908199066,B908199066,"VistA - Computerized Patient Record System (CPRS)","CPRS goals are to maintain high quality services to VA providers that provide care to the Veterans at the point-of-care as well as throughout all the points in an effective, timely and compassionate manner as the transition to EHRM continues.",01,"In Progress",,true,true,1,Months,"This project deploys after 3 - 2 week sprints.",2020-09-08,2020-09-08,2020-09-08,2025-09-29,2025-09-29,,26.8,26.8,,0,0,green,0,0,green,"2023-08-17 01:19:28"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",B908269578,B908269578,B908269578,"National Clozapine Coordination Phase 4","Provide electronic registration for clozapine patients replacing the current manual (paper/fax-based) process. ",01,"In Progress",,true,true,90,Days,"This Project Deploys Every 90 days after required Sprints.",2020-08-07,2020-08-07,2020-08-07,2023-12-21,2023-12-21,,12.029426,12.029426,,0,0,green,0,0,green,"2023-08-17 01:19:36"
029,"Department of Veterans Affairs",029-777777501,"Financial Management","Major IT Investments",2106230089,2106230089,2106230089,"Financial Management Business Transformation (FMBT) Phase 3","Provide VA with a high-quality up-to-date financial accounting system with the ability to integrate with other VA and government-wide systems, implementing current technologies and by ensuring prompt and accurate Veteran/vendor payments.",01,"In Progress",,true,true,2,Years,"The Project deploys by Treasury Account Symbols.",2021-10-01,2021-10-01,2021-10-01,2024-09-30,2024-09-30,,215,215,,0,0,green,0,0,green,"2023-08-17 01:20:03"
029,"Department of Veterans Affairs",029-555555300,"Access to Care","Major IT Investments",2012142148,2012142148,2012142148,"Beneficiary Travel Self-Service System (BTSSS) Phase 3","The Veterans Transportation Program (VTP) seeks to continue implementation of the 2010 EVEAH/ T-21 Veterans Transportation Service (VTS) Initiative, improving the management and processing of claims, travel and transportation services.",01,"In Progress",,true,true,3,Months,"This project schedules at least one increment deployment every 3 months while managing 3 week sprint interval that may or may not complete the build, test, validation and approval of additional release version to production.",2020-12-04,2020-12-04,2020-12-04,2026-09-16,2026-09-16,,13.662115,13.662115,,0,0,green,0,0,green,"2023-08-17 01:19:58"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",B808174436,B808174436,B808174436,"Veterans Integrated Registries Platform (VIRP) Phase 2","To develop and deploy enhanced functionality of existing registries on the Platform based on requirements from individual registry Product Owners.",01,"In Progress",,true,true,3,Months,"This product has 90 day increments that include 1 release to PreProduction.",2019-03-01,2019-03-01,2019-03-01,2025-03-31,2025-03-31,,15.222461,15.222461,,0,0,green,0,0,green,"2023-08-17 01:19:15"
029,"Department of Veterans Affairs",029-666666700,"Memorials Automation","Major IT Investments",2010199459,2010199459,2010199459,"Veterans Legacy Memorial (VLM)","The Department of Veterans Affairs (VA) National Cemetery Administration (NCA) is building an interactive online memorial site that enables virtual memorialization of the millions interred at VA national cemeteries.",01,"In Progress",,true,true,1,Months,"VLM Releases are approximately monthly.",2020-10-01,2020-10-01,2020-10-01,2027-09-30,2027-09-30,,22.624879,22.624879,,0,0,green,0,0,green,"2023-08-17 01:19:55"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2301112168,2301112168,2301112168,"VistA - Blood Establishment Computer Software (VBECS)","VBECS is migrating to Cerner Pathnet.  As sites migrate the VA needs to lock down the historical data stored within VBECS.  FDA requires this data be maintained for 75 years.  The goal is to develop a read only version of VBECS to preserve this data.",01,"In Progress",,true,false,,,,2022-12-01,2022-12-01,2022-12-01,2023-12-01,2023-12-01,,0.635,0.635,,0,0,green,0,0,green,"2023-08-17 01:20:37"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",B908269557,B908269557,B908269557,"MHV Veteran-Facing Enhancements Phase 5","Provide Veterans with enhancements to My HealtheVet's (MHV) Rx capabilities, user interface, the MHV health record, Secure Messaging (SM) and other VA virtual health-care services that's delivered to MHV's 4+ million users.",01,Completed,,true,true,30,Days,"This Project deploys following all two week Sprint intervals.",2020-09-15,2020-09-15,2020-09-15,2023-03-17,2023-03-17,2023-03-17,14.435636,14.435636,13.452209,0,0,green,0.983427,6.812495,green,"2023-08-17 01:19:35"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",2106039684,2106039684,2106039684,"Corporate Data Warehouse - COVID-19 National Surveillance Tool (NST)","Full spectrum of reporting needs including solutions for the General Public, Leadership and Facility level Healthcare Operations. Involves converting stakeholder requirements into actionable items and realizing them as Data Models and Dashboards.",01,"In Progress",,true,true,1,Months,"Each Iteration - 4-weeks.",2021-03-01,2021-03-01,2021-03-01,2022-10-21,2022-10-21,,6.325,6.325,,-300,-50.083472,green,0,0,green,"2023-08-17 01:20:02"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",B908269544,B908269544,B908269544,"MHV Infrastructure and Interface Enhancements Phase 5","Enhance My HealtheVet's (MHV) back-end systems to facilitate the Veteran's VA health record, improve Secure Messaging capabilities and to support other virtual health-care services that's delivered to MHV's 4+ million users.",01,Completed,,true,true,30,Days,"This Project deploys following two week sprint intervals.",2020-09-15,2020-09-15,2020-09-15,2023-03-17,2023-03-17,2023-03-17,13.84394,13.84394,13.456659,0,0,green,0.387281,2.797477,green,"2023-08-17 01:19:34"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",2108242624,2108242624,2108242624,"Veterans Data Integration and Federation Enterprise Platform (VDIF-EP) ","The requirement for this work is to meet Center of Disease and Control, Health Human Services, and state and Congressional leaders request for VA to share its immunization data with states and jurisdictions for IZ Gateway project. ",01,"In Progress",,true,true,6,Weeks,"The project deploys in two week sprint intervals.",2021-08-23,2021-08-23,2021-08-23,2024-09-30,2024-09-30,,25.490567,25.490567,,0,0,green,0,0,green,"2023-08-17 01:20:03"
029,"Department of Veterans Affairs",029-666666700,"Memorials Automation","Major IT Investments",B706054992,B706054992,B706054992,"Memorial Benefits Management System (MBMS) Phase 2","The MBMS product will result in the decommissioning of NCA’s Burial Operations Support System Enterprise (BOSS-E) by replacing its sub-applications with a cohesive enterprise system while incorporating new functionality and process improvements.",01,"In Progress",,true,true,3,Months,"MBMS Releases occur at approximately three month intervals. MBMS Releases are dependent on Digital Transformation Center (DTC) Releases into Salesforce, on which the MBMS Product is dependent. MBMS Releases must be scheduled to coincide with DTC's scheduled Releases in Salesforce.",2017-02-12,2017-02-12,2017-02-12,2027-09-30,2027-09-30,,163.306551,163.306551,,0,0,green,0,0,green,"2023-08-17 01:18:56"
029,"Department of Veterans Affairs",029-666666700,"Memorials Automation","Major IT Investments",2110053809,2110053809,2110053809,"Business Intelligence National Cemetery Administration (BINCA)","Business Intelligence National Cemetery Administration (BINCA) provides self-service capabilities for analytics and data visualization of patterns and trends to inform NCA leadership on decisions that will impact National Cemeteries.",01,"In Progress",,true,true,1,Months,"BINCA Releases occur approximately on a monthly basis.",2022-10-01,2022-10-01,2022-10-01,2027-09-30,2027-09-30,,6.13224,6.13224,,0,0,green,0,0,green,"2023-08-17 01:20:08"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",2011231138,2011231138,2011231138,"Robotics Process Automation (RPA Platform)","RPA platform enables business transformation and is used to automate processes so that personnel can focus on high-value vs. low-value processes. It provides a low-code/no-code platform that includes AI to provide automation for customer needs.",01,"In Progress",,true,true,1,Months,"Project deploys when required/needed updates to the platform monthly. ",2020-11-30,2020-11-30,2020-11-30,2022-11-29,2022-11-29,,7.597292,7.597292,,-261,-35.802469,green,0,0,green,"2023-08-17 01:19:57"
029,"Department of Veterans Affairs",029-555555300,"Access to Care","Major IT Investments",2105289602,2105289602,2105289602,"VA Online Scheduling (VAOS)","The VA Online Scheduling (VAOS) is focused on the testing/fielding of simple and complex  mobile applications being released into the Department of Veterans Affairs Information Technology (IT) enterprise..",01,"In Progress",,true,true,2,Weeks,"VAOS is targeting two week intervals.",2021-04-01,2021-04-01,2021-04-01,2029-09-28,2029-09-28,,29,29,,0,0,green,0,0,green,"2023-08-17 01:20:01"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",B801122098,B801122098,B801122098,"Individual Longitudinal Exposure Record (ILER) Phase 2","The establishment of ILER will help support the DoD and VA by improving comprehensive health surveillance, epidemiologic study of exposed cohorts, exposure-related research, and the disability evaluation and benefits determination processes. ",01,Completed,,true,true,3,Months,"Adding new functionality and exposure cohort research data to support our VA researchers, claims managers, and clinicians.",2018-05-15,2018-05-15,2018-05-15,2022-10-03,2022-10-03,2022-10-03,5.845,5.845,3.631718,0,0,green,2.213282,37.866245,red,"2023-08-17 01:19:08"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B905214196,B905214196,B905214196,"Community Care (CC) Integrated Billing (IB) and Accounts Receivable (AR) Phase 2","Increase timeliness and collections of billable Non-Veterans Affairs (VA) care services to allow for increased efficiency in workflow processes which will lead to best practices and improved customer service to the Veterans.",01,"In Progress",,true,true,1,Months,"This product releases once a month.",2019-05-03,2019-05-03,2019-05-03,2025-12-31,2025-12-31,,20.932306,20.932306,,0,0,green,0,0,green,"2023-08-17 01:19:24"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",1710046629,1710046629,1710046629,"Customer Relationship Management (CRM) Platform Enhancements Phase 2","To provide a highly capable call center/case management solution that can improve work management, time management and data accuracy. Enable data sharing and facilitate informed and complete responses across three administrations and business lines. ",01,Completed,,true,true,90,Days,"Product lines deploy to production following completion of each 3 month build.",2017-10-25,2017-10-25,2017-10-25,2022-12-31,2021-12-31,2021-12-31,78.541167,78.541167,77.447579,365,19.281564,yellow,1.093588,1.392376,green,"2023-08-17 01:19:08"
029,"Department of Veterans Affairs",029-777777501,"Financial Management","Major IT Investments",B806013412,B806013412,B806013412,"Financial Management Business Transformation (FMBT) Phase 2","Provide VA with a high-quality up-to-date financial accounting system with the ability to integrate with other VA and government-wide systems, implementing current technologies and by ensuring prompt and accurate Veteran/vendor payments.",01,Completed,,true,true,2,Years,"The Project deploys by Treasury Account Symbols.",2019-03-26,2019-03-26,2019-03-26,2021-09-30,2021-09-30,2021-09-30,240.678875,236.62096,236.62096,0,0,green,4.057915,1.686029,green,"2023-08-17 01:19:12"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",B805293363,B805293363,B805293363,"Medical Care Collections Fund Electronic Data Interchange Transaction Applications Suite Phase 2","Continuation of Medical Care Collections Fund (MCCF) Phase 1. Port MCCF capabilities to Cloud environment and maintain HIPAA compliance to allow VHA to process claims with 3rd party insurance payers to continue and improve flow of revenue to VHA.",01,"In Progress",,true,true,1,Months,"On average, this project deploys to Production (either IOC Production or National Release) once per month.",2018-06-11,2018-06-11,2018-06-11,2024-08-30,2024-08-30,,65.751702,65.751702,,0,0,green,0,0,green,"2023-08-17 01:19:10"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",2208168831,2208168831,2208168831,"National Contingency Response Tool (NCRT)","The National Contingency Response Tool (NCRT) National Contingency Response Tool (NCRT) allows end users at each site to order specific products for delivery from stores at the Regional Readiness Centers (RRCs). ",01,"In Progress",,true,true,1,Months,"We will be deploying requested functionality every month.",2022-08-16,2022-08-16,2022-08-16,2023-12-13,2023-12-13,,4.6,4.6,,0,0,green,0,0,green,"2023-08-17 01:20:22"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",2208168829,2208168829,2208168829,"PAR Excellence Point of Use System","The PAR Excellence POU will provide an agile, interoperable, scalable, and secure cloud computing environment that can adapt to evolving business needs to better support Veterans.",01,"In Progress",,true,true,1,Months,"We will be deploying requested functionality every month.",2022-08-16,2022-08-16,2022-08-16,2024-12-13,2024-12-13,,5.9,5.9,,0,0,green,0,0,green,"2023-08-17 01:20:21"
029,"Department of Veterans Affairs",029-777777502,"Supply Chain Management","Major IT Investments",2208168840,2208168840,2208168840,"VA Logistics Integration Platform (VALIP)","Provide a virtual platform enabling open-source interoperability, improved processing, customized Application Programming Interface (APIs), and future portfolio enhancements such as use of data lake solutions to enhance analytics.",01,"In Progress",,true,true,1,Years,"This project will release platform updates.",2022-08-16,2022-08-16,2022-08-16,2024-10-31,2024-10-31,,10.5,10.5,,0,0,green,0,0,green,"2023-08-17 01:20:23"
029,"Department of Veterans Affairs",029-666666404,"Customer Relationship Management","Major IT Investments",2305184238,2305184238,2305184238,"Automated Benefits Delivery (ABD)","Automated Benefits Delivery (ABD) involves the development of a new digital platform that will integrate data from various VA systems and automate many of the manual processes involved in delivering benefits.",01,"In Progress",,true,true,1,Days,"Continuous Deployment Cycle (Daily).",2022-12-05,2022-12-05,2022-12-05,2025-01-04,2025-01-04,,24.881073,24.881073,,0,0,green,0,0,green,"2023-08-17 01:20:50"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2010058802,2010058802,2010058802,"VistA Audit Solution (VAS)","This goal of this project is to provide a nationwide HIPAA compliant Audit Tracking Solution with the ability to track and report on PII/PHI of any patient data across all VistA instances. ",01,"In Progress",,true,true,3,Months,"This project intend to have a release every 3 months.",2020-10-01,2020-10-01,2020-10-01,2024-04-24,2024-04-24,,6.53,6.53,,0,0,green,0,0,green,"2023-08-17 01:19:54"
029,"Department of Veterans Affairs",029-555555302,"Health Management Platform","Major IT Investments",2010299876,2010299876,2010299876,"Veteran Co-payment Lockbox (VCPL)","Modernizing the Lockbox (LBX) system to eliminate technology obsolescence and security vulnerabilities. ",01,"In Progress",,true,true,2,Months,"Project is plan is for 2 week sprints, releases quarterly. Primary backend automated process has to be released entirely. For exception processing, minimum viable product will be released and subsequent updates. ",2021-04-15,2021-04-15,2021-04-15,2024-03-22,2024-03-22,,6.85,6.85,,0,0,green,0,0,green,"2023-08-17 01:19:56"
029,"Department of Veterans Affairs",029-888888601,"Enterprise Data Services","Major IT Investments",B802134434,B802134434,B802134434,"Enterprise Cloud Services (ECS)","The Enterprise Cloud Services (ECS) goal is the assessment of cloud feasibility and migration of 350 of VA’s legacy systems to the VA Enterprise Cloud (VAEC) by the end 2024. The goal of this project is to migrate 58 systems to the VAEC.",01,Completed,,false,false,,,,2018-01-08,2018-01-08,2018-01-08,2021-12-31,2021-12-31,2021-12-31,150,160.703,160.703268,0,0,green,-10.703268,-7.135512,green,"2023-08-17 01:19:09"
029,"Department of Veterans Affairs",029-555555301,"Health Data & Information","Major IT Investments",2110134013,2110134013,2110134013,"Corporate Data Warehouse (CDW)","Modernize the CDW data and analytics platform, expand services provided to the analytics community, improve the data product lifecycle, and fuse CDE and Rockies into one integrated team under DAPL.",01,"In Progress",,true,true,1,Months,"Teams release updates at least 1 per month but will make incremental changes to their respective systems on an as needed basis.  ",2021-06-07,2021-06-07,2021-06-07,2024-11-15,2024-11-15,,24.583628,24.583628,,0,0,green,0,0,green,"2023-08-17 01:20:12"
029,"Department of Veterans Affairs",029-666666402,"Veterans Benefits Management","Major IT Investments",1908290261,1908290261,1908290261,"Blue Water Navy (BWN)","BWN will develop productivity enhancements that enable VBA to process additional BWN claims more efficiently, as well as any specific BWN changes needed for VBMS. The BWN project is awaiting additional VBA requirements, as well as funding. ",01,Completed,,true,true,2,Weeks,"This project deploys following all two week sprint intervals aligning with VBMS release cadence.",2020-09-30,2020-09-30,2020-09-30,2022-05-19,2022-05-19,2022-05-19,23.304701,23.304701,23.019651,0,0,green,0.28505,1.223144,green,"2023-08-17 01:19:38"
